EmployeeID,Role Name,Role Description,Theme,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location,Work Flexibility,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership
E114,Corporate Trainer,"I am a HR professional with a strong background in finance and experience implementing HRIS Plus and Employee Experience Platforms.  My expertise in communication and talent management allows me to effectively design and deliver engaging employee training programs, contributing significantly to organizational development initiatives. I'm proficient in digital HR solutions and eager to leverage my skills to improve employee experience and drive positive change within the company.",HR,"['HRIS Plus', 'Employee Experience Platform']","{'Communication Skills': 9, 'Talent Management': 6, 'Organizational Development': 5, 'Digital HR': 6}","['SHRM-CP', 'HR Analytics Certification']","['Organizational Development Systems', 'HRIS Systems']",['Finance'],Berlin,remote,"{'German': 'B2', 'Italian': 'C1', 'French': 'B2'}",2025-06-14,20,8,2,10
E115,Digital Marketing Specialist,"I am a seasoned Digital Campaign Manager with a proven track record in Healthcare, Finance, and Education, excelling at developing and executing high-impact online strategies.  My expertise spans campaign management, SEO, and branding, with strong copywriting and content strategy skills allowing me to craft compelling narratives that resonate with target audiences.  I'm confident in my ability to contribute significantly to projects requiring strategic campaign development and execution, leveraging my experience to deliver measurable results. I'm eager to collaborate and contribute to the team's success.",Marketing,['Digital Campaign Manager'],"{'Campaign Management': 8, 'Copywriting': 6, 'Content Strategy': 6, 'Branding': 8}",['HubSpot Marketing Certification'],"['Content Management Systems', 'SEO Optimization']","['Healthcare', 'Finance', 'Education']",Berlin,onsite,{'Italian': 'B1'},2025-05-30,40,5,6,6
E116,Content Creator,"I am a marketing professional with a proven track record in developing and executing successful digital campaigns across diverse industries like manufacturing, education, and retail.  My expertise spans content strategy, campaign management, and leveraging tools like SEO software and content management systems to maximize reach and engagement. I'm confident in my ability to contribute significantly to projects requiring compelling written, video, and visual content creation, ensuring impactful results.",Marketing,"['Digital Campaign Manager', 'SEO Toolkit', 'Content CMS']","{'Content Strategy': 7, 'Campaign Management': 7}","['Google Ads Certification', 'Digital Marketing Certification']",['Social Media Integration'],"['Manufacturing', 'Education', 'Retail']",London,remote,{'French': 'C1'},2025-05-23,20,6,1,4
E117,Strategy Consultant,"I am a consultant specializing in strategic growth and optimization, leveraging my expertise with the Strategy Kit to drive impactful results for our clients.  My strengths lie in developing and executing strategic plans (8/10) and managing complex projects (7/10), honed through experience in the manufacturing and finance sectors. I'm eager to contribute to projects requiring robust strategic thinking and efficient project management, ultimately helping leadership make data-driven decisions to enhance business performance.",Consulting,['Strategy Kit'],"{'Strategic Planning': 8, 'Project Management': 7}",['PMP'],"['Strategic Planning', 'ERP Systems Integration']","['Manufacturing', 'Finance']",London,remote,{'German': 'C2'},2025-06-01,40,5,6,4
E118,Project Manager,"I am a seasoned consultant specializing in ERP migration projects, particularly within the healthcare and finance sectors.  My expertise lies in streamlining workflows and expertly managing complex projects, leveraging my proven track record of successful delivery.  I excel at coordinating cross-functional teams to ensure efficient and effective project completion, consistently exceeding expectations. I'm confident in my ability to significantly contribute to projects requiring strong project management and workflow optimization skills.",Consulting,['ERP Migration Tool'],"{'Workflow Optimization': 7, 'Project Management': 9}","['Business Analysis Certification', 'PMP']",['Strategic Planning'],"['Healthcare', 'Finance']",Berlin,onsite,"{'Italian': 'B1', 'German': 'B2'}",2025-06-06,20,6,8,3
E119,Compliance Manager,"I am a compliance professional with extensive experience in the Education, Healthcare, and Finance sectors, ensuring adherence to regulations and company standards.  My expertise in Regulatory Tracking, combined with advanced proficiency in document review and compliance documentation, allows me to contribute significantly to projects requiring meticulous attention to detail and regulatory knowledge. I'm confident in my ability to streamline processes and mitigate risk within these industries. I'm eager to leverage my skills to support your team's compliance goals.",Legal,['Regulatory Tracker'],"{'Compliance Documentation': 4, 'Document Review': 6}","['GDPR Certification', 'Certified Compliance Officer']","['Regulatory Compliance Tools', 'Document Archiving']","['Education', 'Healthcare', 'Finance']",London,hybrid,{'French': 'C1'},2025-05-31,10,3,3,7
E120,Sales Account Manager,"I am a sales professional with proven success in the Finance and Healthcare industries, leveraging my expertise in Sales Enablement Suites and Salesforce Light to maximize sales performance.  My strong CRM integration skills (5/5) and client management abilities (4/5) allow me to efficiently manage customer accounts and drive effective sales processes. I'm eager to contribute to projects requiring seamless CRM implementation and strategic account development, ensuring consistent revenue growth.",Sales,"['Sales Enablement Suite', 'SalesForce Light']","{'CRM Integration': 5, 'Client Management': 4}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Sales Pipeline Automation'],"['Finance', 'Healthcare']",Vienna,remote,"{'Italian': 'A2', 'English': 'C1'}",2025-06-03,30,4,8,1
E121,Sales Account Manager,"I am a sales professional with extensive experience in the healthcare and education sectors, proficient in Salesforce Light and deeply skilled in client and customer relationship management.  I excel at managing customer accounts, driving sales processes, and building strong, lasting relationships to ensure client satisfaction and sustained growth.  My expertise allows me to contribute significantly to projects requiring strategic account management and the implementation of effective sales strategies.",Sales,['SalesForce Light'],"{'Client Management': 5, 'Customer Relationship Management': 5}",['Certified Sales Professional (CSP)'],['CRM Integration'],"['Healthcare', 'Education']",Berlin,hybrid,"{'German': 'A2', 'English': 'A2'}",2025-06-17,10,6,6,9
E122,Workflow Consultant,"I am a seasoned business analyst with a proven track record in streamlining operations within the manufacturing and healthcare sectors, leveraging frameworks like the Strategy Kit and Business Analysis Framework.  My core strengths lie in project and change management, complemented by exceptional business analysis skills, enabling me to effectively analyze processes, identify inefficiencies, and recommend impactful workflow improvements. I'm confident in my ability to contribute significantly to projects requiring strategic thinking and process optimization.  I'm eager to leverage my expertise to deliver tangible results.",Consulting,"['Strategy Kit', 'Business Analysis Framework']","{'Project Management': 8, 'Change Management': 8, 'Business Analysis': 9}",['PMP'],['Business Workflow Optimization'],"['Manufacturing', 'Healthcare']",London,onsite,"{'Italian': 'A1', 'English': 'B2'}",2025-05-20,40,7,9,9
E123,Legal Counsel,"I am a contract and compliance specialist with extensive experience in healthcare, finance, and manufacturing, leveraging my expertise in Contract Manager Pro, Compliance Suite, and Regulatory Tracker.  My strengths lie in meticulous document review and advanced contract management, allowing me to ensure regulatory compliance and mitigate risk across diverse projects. I'm confident in my ability to provide crucial legal support, streamlining processes and ensuring our agreements are robust and legally sound.  I'm eager to contribute my skills to projects requiring strong contract and compliance expertise.",Legal,"['Contract Manager Pro', 'Compliance Suite', 'Regulatory Tracker']","{'Document Review': 4, 'Contract Management': 7}","['Contract Law Certification', 'GDPR Certification']","['Contract Management Systems', 'Regulatory Compliance Tools']","['Healthcare', 'Finance', 'Manufacturing']",Vienna,remote,{'Italian': 'B2'},2025-06-06,10,4,2,8
E124,Technical Support Specialist,"I am a highly analytical problem-solver with extensive experience in workflow automation, specializing in Workflow2000 and IntegrationHub.  My strong data analysis skills (rated 9/10) allow me to quickly diagnose and resolve complex technical issues across diverse sectors including education, healthcare, and manufacturing. I'm confident in my ability to contribute significantly to projects requiring streamlined processes and data-driven solutions, ensuring seamless operations.",Technical,"['Workflow2000', 'IntegrationHub']","{'Workflow Automation': 4, 'Data Analysis': 9}",['ISO 27001'],"['API Integration', 'Cybersecurity']","['Education', 'Healthcare', 'Manufacturing']",London,onsite,"{'English': 'A2', 'French': 'A2', 'German': 'C2'}",2025-05-26,40,9,8,8
